,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,Vallenar,-28.5708,-70.7581,285.4,81,2,2.39,CL,1628062655
359,Cabo San Lucas,22.8909,-109.9124,302.32,68,89,1.79,MX,1628062439
360,Gorom-Gorom,14.4439,-0.2361,304.7,43,17,3.53,BF,1628062657
361,Yangi Marg`ilon,40.4272,71.7189,307.55,22,34,2.06,UZ,1628062660
362,San Rafael,-34.6177,-68.3301,283.13,35,0,0.91,AR,1628062661
363,Chapleau,47.8405,-83.4034,285.5,97,8,1.58,CA,1628062663
364,Laas,46.6166,10.7002,287.94,95,100,1.39,IT,1628062665
365,Kimbe,-5.5502,150.1429,299.27,87,64,1.17,PG,1628062667
366,La Tuque,47.4334,-72.7824,289.29,100,96,0.51,CA,1628062587
367,Waikuku,-43.3,172.6833,280.94,88,100,4.69,NZ,1628062671
368,Touros,-5.1989,-35.4608,294.65,88,100,6.15,BR,1628062672
369,Cedar City,37.6775,-113.0619,295.59,42,1,0.0,US,1628062674
370,Honolulu,21.3069,-157.8583,300.05,66,75,2.24,US,1628062559
371,Ahipara,-35.1667,173.1667,284.65,84,100,3.57,NZ,1628062678
372,Souillac,-20.5167,57.5167,295.57,94,75,7.72,MU,1628062679
373,Leer,8.3018,30.1418,302.87,57,94,1.36,SS,1628062681
374,Vardø,70.3705,31.1107,282.26,93,75,14.4,NO,1628062682
375,Nantucket,41.2835,-70.0995,293.13,88,75,2.06,US,1628062683
376,Kampen,52.555,5.9111,292.09,82,7,3.09,NL,1628062685
377,Matara,5.9485,80.5353,302.02,71,88,6.86,LK,1628062638
378,Collie,-33.3667,116.15,287.58,55,9,0.99,AU,1628062689
379,Zalalövő,46.848,16.5875,294.53,57,100,4.02,HU,1628062690
380,Maragogi,-9.0122,-35.2225,294.88,91,75,3.73,BR,1628062692
381,Inhambane,-23.865,35.3833,295.14,53,0,3.09,MZ,1628062693
382,Umm Kaddadah,13.6017,26.6876,303.12,52,70,5.83,SD,1628062695
383,Longkou,37.6508,120.3286,301.4,70,100,3.93,CN,1628062697
384,Ntoum,0.3833,9.7833,298.02,73,99,2.3,GA,1628062699
385,Kudahuvadhoo,2.6708,72.8944,300.86,73,100,1.42,MV,1628062700
386,Saint-Louis,16.3333,-15.0,298.95,78,87,5.2,SN,1628062702
387,Safita,34.8205,36.1153,307.5,32,0,4.49,SY,1628062703
388,Berdigestyakh,62.0989,126.6992,299.46,28,95,3.8,RU,1628062704
389,San Jose,37.3394,-121.895,290.77,83,20,0.89,US,1628062458
390,Springbok,-29.6643,17.8865,289.35,36,4,2.16,ZA,1628062707
391,Warmbad,-28.45,18.7333,293.16,24,61,1.68,NA,1628062709
392,Wanaka,-44.7,169.15,276.51,82,100,1.26,NZ,1628062710
393,Pimentel,-6.8367,-79.9342,290.93,84,5,0.45,PE,1628062711
394,Baillif,16.0202,-61.7463,297.87,80,4,4.37,GP,1628062713
395,Maltahöhe,-24.8333,16.9833,291.98,32,0,2.88,NA,1628062714
396,Dunedin,-45.8742,170.5036,280.82,65,100,7.15,NZ,1628062585
397,Barra de Tecoanapa,16.5167,-98.75,298.55,94,100,2.74,MX,1628062718
398,Reconquista,-29.15,-59.65,281.14,83,60,2.55,AR,1628062720
399,Atbasar,51.8,68.3333,302.08,31,30,5.74,KZ,1628062721
400,Marsh Harbour,26.5412,-77.0636,300.56,77,100,5.83,BS,1628062723
401,Dabra,25.9,78.3333,302.08,77,91,3.93,IN,1628062724
402,San Felipe,10.3399,-68.7425,294.72,90,91,1.82,VE,1628062725
403,Warri,5.5167,5.75,299.91,77,23,2.4,NG,1628062727
404,Paragominas,-2.9667,-47.4833,292.28,84,99,0.85,BR,1628062728
405,Port Macquarie,-31.4333,152.9167,288.13,47,2,6.01,AU,1628062632
406,Codrington,-38.2667,141.9667,284.61,87,100,7.76,AU,1628062732
407,Kodino,63.7198,39.6447,288.8,57,95,6.5,RU,1628062734
408,Houma,29.5958,-90.7195,298.71,96,78,0.45,US,1628062735
409,Asău,46.4333,26.4,298.68,57,100,1.95,RO,1628062737
410,Bugiri,0.5714,33.7417,301.59,37,13,2.73,UG,1628062738
411,Makakilo City,21.3469,-158.0858,299.33,66,1,2.57,US,1628062739
412,Kahului,20.8947,-156.47,297.51,85,40,9.77,US,1628062742
413,Garoowe,8.4054,48.4845,305.3,33,9,12.72,SO,1628062744
414,Markala,13.7021,-6.0659,299.03,74,100,3.23,ML,1628062746
415,Kununurra,-15.7667,128.7333,304.14,20,53,4.63,AU,1628062748
416,Otjiwarongo,-20.4637,16.6477,292.44,26,2,2.95,NA,1628062749
417,Ternate,0.8,127.4,301.81,74,27,3.63,ID,1628062750
418,Staunton,38.1496,-79.0717,289.55,76,1,0.0,US,1628062752
419,Monduli,-3.3,36.45,288.24,70,96,3.16,TZ,1628062753
420,Northam,51.0333,-4.2167,291.49,97,98,0.69,GB,1628062755
421,Ancud,-41.8697,-73.8203,274.89,77,100,2.61,CL,1628062756
422,Svay Rieng,11.0879,105.7993,304.97,57,100,6.14,KH,1628062759
423,Ust-Maya,60.4167,134.5333,297.74,39,35,1.57,RU,1628062760
424,Dudinka,69.4058,86.1778,298.21,45,7,5.42,RU,1628062762
425,La Libertad,-2.2333,-80.9,294.0,87,100,3.42,EC,1628062763
426,Los Llanos de Aridane,28.6585,-17.9182,293.01,86,75,6.69,ES,1628062766
427,Panzhihua,26.5851,101.7128,306.12,39,0,0.77,CN,1628062767
428,Laguna,38.421,-121.4238,301.05,53,1,0.45,US,1628062769
429,Agüimes,27.9054,-15.4461,293.5,64,75,7.72,ES,1628062770
430,Bulgan,48.8125,103.5347,294.79,48,55,3.61,MN,1628062772
431,Ranong,9.9658,98.6348,301.11,86,100,6.64,TH,1628062773
432,Salalah,17.0151,54.0924,301.2,83,75,5.14,OM,1628062746
433,Kaeo,-35.1,173.7833,285.0,85,100,2.84,NZ,1628062776
434,La Bañeza,42.3003,-5.8977,291.37,57,15,4.7,ES,1628062777
435,San Ramon,37.7799,-121.978,291.28,79,1,5.14,US,1628062779
436,Necochea,-38.5473,-58.7368,278.73,79,0,3.21,AR,1628062780
437,Tomobe,36.35,140.3,306.04,55,86,4.08,JP,1628062782
438,Aripuanã,-9.1667,-60.6333,293.07,57,17,1.11,BR,1628062783
439,Kyren,51.6828,102.1408,297.35,49,79,1.61,RU,1628062785
440,Marawi,7.9986,124.2928,299.71,67,70,2.87,PH,1628062786
441,Ginda,30.6945,78.4932,298.13,76,100,2.04,IN,1628062787
442,Sayyan,15.1718,44.3244,296.01,35,38,2.84,YE,1628062789
443,Walvis Bay,-22.9575,14.5053,289.87,88,0,3.6,NA,1628062790
444,Novo Aripuanã,-5.1206,-60.3797,296.09,78,72,0.92,BR,1628062792
445,Kunming,25.0389,102.7183,300.11,44,40,3.0,CN,1628062793
446,Tromsø,69.6496,18.957,284.47,81,75,1.34,NO,1628062694
447,Bandarbeyla,9.4942,50.8122,305.41,46,5,12.62,SO,1628062796
448,Robertsport,6.7533,-11.3686,297.78,83,100,3.09,LR,1628062798
449,Guymon,36.6828,-101.4816,292.15,68,20,4.12,US,1628062746
450,Camopi,3.1655,-52.3158,293.81,99,49,0.39,GF,1628062801
451,Kristinehamn,59.3098,14.1081,292.61,43,61,0.38,SE,1628062804
452,Novopavlovka,51.2172,109.2091,293.57,55,99,3.91,RU,1628062805
453,Matveyevka,52.15,56.1833,309.68,14,22,2.79,RU,1628062807
454,Meghraj,23.5,73.5,299.38,82,100,5.08,IN,1628062808
455,Sakakah,29.9697,40.2064,311.91,9,0,3.03,SA,1628062810
456,Old Saybrook,41.2918,-72.3762,292.03,90,1,0.0,US,1628062812
457,Yar-Sale,66.8333,70.8333,296.53,49,8,3.42,RU,1628062814
458,Port Blair,11.6667,92.75,301.85,81,73,8.83,IN,1628062815
459,Sistranda,63.7256,8.834,286.13,68,97,2.32,NO,1628062817
460,Calamar,10.2511,-74.9146,301.12,91,95,1.42,CO,1628062818
461,Porto-Novo,6.4965,2.6036,300.05,74,74,4.19,BJ,1628062820
462,Assiut,27.181,31.1837,310.25,11,2,1.8,EG,1628062821
463,Westport,41.1415,-73.3579,294.13,89,1,0.45,US,1628062720
464,Shunyi,40.125,116.6453,306.39,62,0,3.0,CN,1628062824
465,Camaná,-16.6228,-72.7111,290.02,83,80,2.27,PE,1628062825
466,Ashtian,34.5217,50.0019,298.52,17,50,8.75,IR,1628062827
467,Batagay-Alyta,67.8006,130.4114,293.55,26,100,7.71,RU,1628062828
468,Hammerfest,70.6634,23.6821,282.4,87,75,2.06,NO,1628062830
469,Walla Walla,46.0646,-118.343,301.9,50,1,4.63,US,1628062831
470,Beringovskiy,63.05,179.3167,281.71,82,100,3.03,RU,1628062832
471,Mafinga,-7.25,35.0667,297.41,42,2,2.99,TZ,1628062834
472,Wajid,3.8093,43.2471,298.87,54,100,8.13,SO,1628062835
473,Pontianak,-0.0333,109.3333,305.14,70,75,1.54,ID,1628062837
474,Naze,28.3667,129.4833,302.66,87,100,7.78,JP,1628062838
475,Mujiayingzi,42.1167,118.7833,300.07,57,2,6.39,CN,1628062840
476,Isangel,-19.55,169.2667,293.75,71,5,3.02,VU,1628062841
477,Sarangani,5.4033,125.4636,302.49,70,100,5.32,PH,1628062843
478,Borogontsy,62.6683,131.1683,301.25,26,1,1.75,RU,1628062844
479,Gayny,60.3071,54.3241,299.91,52,53,2.84,RU,1628062846
480,Mingora,34.7758,72.3625,303.57,60,5,2.81,PK,1628062847
481,Carauari,-4.8828,-66.8958,293.31,66,9,0.96,BR,1628062849
482,Tormac,45.5208,21.4936,299.05,32,12,4.19,RO,1628062850
483,Distrikt Brokopondo,4.75,-55.1667,296.65,90,19,1.3,SR,1628062852
484,Maihar,24.2667,80.75,302.69,68,83,6.45,IN,1628062853
485,Moerai,-22.4333,-151.3333,296.81,86,34,4.06,PF,1628062854
486,Haines Junction,60.7522,-137.5108,287.12,67,100,2.06,CA,1628062856
487,Chara,56.9064,118.2631,294.92,44,12,1.1,RU,1628062857
488,Santa Maria,-29.6842,-53.8069,281.31,98,98,2.95,BR,1628062859
489,Kingaroy,-26.5333,151.8333,287.17,38,0,7.72,AU,1628062860
490,Vanavara,60.34,102.2797,301.66,29,10,3.23,RU,1628062862
491,Kovdor,67.5662,30.4758,278.85,95,100,7.91,RU,1628062863
492,Lodja,-3.4833,23.4333,306.94,21,15,1.53,CD,1628062865
493,Obregon,11.9566,-85.9636,297.2,96,99,1.97,NI,1628062866
494,Znamenskoye,57.1281,73.8282,294.66,75,91,4.32,RU,1628062867
495,Galle,6.0367,80.217,300.65,82,100,6.91,LK,1628062869
496,Broken Hill,-31.95,141.4333,286.99,54,90,7.2,AU,1628062870
497,Kodīnar,20.7903,70.7031,302.15,77,100,9.6,IN,1628062872
498,Idritsa,56.3316,28.8988,291.78,57,31,2.16,RU,1628062873
499,La Macarena,2.1837,-73.7849,293.51,99,100,0.63,CO,1628062875
500,Marsá Maţrūḩ,31.3525,27.2453,302.26,74,0,2.57,EG,1628062876
501,Ust'-Karsk,52.7011,118.8077,293.5,90,100,1.65,RU,1628062877
502,Imeni Poliny Osipenko,52.4201,136.4853,285.45,97,100,3.64,RU,1628062879
503,Vianópolis,-16.7419,-48.5164,287.77,56,99,2.73,BR,1628062882
504,Tiznit Province,29.5833,-9.5,292.48,73,1,0.96,MA,1628062883
505,Hargeisa,9.56,44.065,300.55,39,44,11.55,SO,1628062885
506,Tartous,34.889,35.8866,306.72,51,0,3.67,SY,1628062886
507,Laem Sing,12.4816,102.0738,305.34,86,100,5.35,TH,1628062887
508,Dabat,12.9842,37.765,289.86,71,22,1.09,ET,1628062889
509,Kirakira,-10.4544,161.9205,298.05,79,89,3.67,SB,1628062890
510,Zemen,42.4789,22.7492,301.32,22,0,3.59,BG,1628062892
511,Arrondissement d'Ajaccio,42.0,8.9167,296.42,34,0,1.03,FR,1628062759
512,Qasigiannguit,68.8193,-51.1922,280.29,79,52,0.48,GL,1628062896
513,Seminole,28.7086,-81.2081,298.27,94,1,2.57,US,1628062897
514,Voh,-20.9667,164.7,292.35,75,82,0.7,NC,1628062898
515,Conde,-7.2597,-34.9075,294.85,94,75,3.6,BR,1628062901
516,Siguiri,11.6667,-9.5,296.86,90,71,0.82,GN,1628062903
517,Sakaiminato,35.55,133.2333,306.11,58,20,4.63,JP,1628062904
518,Narsaq,60.9167,-46.05,280.27,97,100,0.96,GL,1628062905
519,San Policarpo,12.1791,125.5072,305.67,55,100,5.31,PH,1628062907
520,Tinskoy,56.1525,96.9161,298.76,56,90,1.36,RU,1628062908
521,Brae,60.3964,-1.353,287.1,83,100,2.78,GB,1628062910
522,Yeppoon,-23.1333,150.7333,295.03,36,3,4.26,AU,1628062911
523,Schermbeck,51.6833,6.8667,292.1,79,70,1.42,DE,1628062913
524,Aksu,41.1231,80.2644,305.75,19,100,2.93,CN,1628062914
525,Rumonge,-3.9736,29.4386,300.45,47,40,2.43,BI,1628062915
526,Ratchaburi,13.5833,99.5333,302.04,65,100,4.8,TH,1628062917
527,Ankazobe,-18.3167,47.1167,290.38,56,43,6.17,MG,1628062919
528,Merauke,-8.4667,140.3333,299.57,80,100,6.91,ID,1628062921
529,Araouane,18.9048,-3.5265,305.65,40,83,3.31,ML,1628062922
530,Mirny,62.5353,113.9611,295.86,43,100,4.38,RU,1628062924
531,Tezu,27.9167,96.1667,309.53,48,8,1.51,IN,1628062925
532,Dinguiraye,11.3,-10.7167,295.36,92,83,0.89,GN,1628062927
533,Sukumo,32.9333,132.7333,302.97,71,9,3.46,JP,1628062928
534,Hobyo,5.3505,48.5268,301.94,63,89,11.11,SO,1628062930
535,Olinda,-8.0089,-34.8553,295.0,94,90,3.6,BR,1628062931
536,Mīzan Teferī,6.9833,35.5833,297.38,55,31,0.8,ET,1628062933
537,Upata,8.0086,-62.3989,293.96,99,99,1.51,VE,1628062934
538,Katiola,8.1333,-5.1,295.5,90,100,2.62,CI,1628062935
539,Poronaysk,49.2167,143.1167,287.83,84,100,4.87,RU,1628062937
540,Anloga,5.7947,0.8973,297.27,84,97,6.48,GH,1628062938
541,Flin Flon,54.7682,-101.865,290.68,95,100,1.49,CA,1628062940
542,Kibala,9.1104,18.3463,298.12,78,0,1.03,TD,1628062941
543,Saint-François,46.4154,3.9054,288.53,97,75,0.0,FR,1628062943
544,Honiara,-9.4333,159.95,298.63,86,43,2.48,SB,1628062944
545,Omīdīyeh,30.7597,49.705,316.08,20,1,2.06,IR,1628062945
546,Wexford,52.3342,-6.4575,289.03,91,100,2.69,IE,1628062947
547,Beian,63.6559,9.5683,288.46,71,40,1.03,NO,1628062948
548,Tura,25.5198,90.2201,301.07,87,100,0.41,IN,1628062950
549,İmamoğlu,37.2651,35.6572,306.99,20,0,2.09,TR,1628062951
550,Popondetta,-8.7537,148.2534,298.28,85,55,1.6,PG,1628062953
551,Morondava,-20.2833,44.2833,300.92,42,0,2.71,MG,1628062954
552,Porbandar,21.6422,69.6093,302.12,76,100,9.49,IN,1628062956
553,Yuanping,38.7153,112.7575,305.22,29,92,0.92,CN,1628062957
554,Tual,-5.6667,132.75,300.53,70,100,6.77,ID,1628062960
555,Zhangye,38.9342,100.4517,304.37,12,39,3.25,CN,1628062961
556,Måløy,61.9353,5.1136,288.61,73,96,5.31,NO,1628062963
557,Agadir,30.4202,-9.5982,293.4,81,1,1.59,MA,1628062874
558,Kazanskaya,45.4106,40.4361,306.41,34,33,2.45,RU,1628062965
559,Smithers,54.7804,-127.1743,290.33,77,90,1.03,CA,1628062967
